"item.daAwardNoticeId","item.noticeNo","item.publicationDate","details.finalizationDate","details.sysNoticeState.text","details.sysAcquisitionContractType.text","details.sysEuropeanFund.text","item.awardedValue","item.contractObject","item.cpvCategory","item.cpvCode","authority.entityId","authority.fiscalNumber","authority.entityName","authority.city","authority.county","details.noticeEntityAddress.noticeEntityAddressID","details.noticeEntityAddress.fiscalNumber","details.noticeEntityAddress.organization","details.noticeEntityAddress.city"
101241649,DAN2178760,"2024-05-13","2024-04-29",Publicat,Servicii,"Alte programe/proiecte",34000,"Servicii de consultanta pentru managementul proiectului        ,, MODERNIZAREA PEPINIEREI PERESCHIV” [finantat prin PNRR]","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","72224000-1 - Servicii de consultanta privind gestionarea proiectelor (Rev.2)",1047,RO1590120,"REGIA NATIONALA A PADURILOR - ROMSILVA RA",Bucuresti,Bucuresti,109826171,19155162,"S.C. Promanagement SRL S.R.L.",Deleni
101241354,DAN2178480,"2024-05-13","2024-04-30",Publicat,Furnizare,"Alte programe/proiecte",21400,"Achiziție materiale de informare și publicitate pentru proiectul
 „Asigurarea infrastructurii hardware, software și de comunicații a ONRC în vederea continuării transformării digitale”. 
Sursa de finanţare: fonduri europene nerambursabile,  finanţate prin Mecanismul de Redresare şi Rezilienţă, în cadrul investițiilor din PNRR. Anunț publicitar nr. ADV1420400 din data de 15.04.2024.","INDUSTRIA PRELUCRATOARE","22462000-6 - Materiale publicitare (Rev.2)",1239,14942091,"OFICIUL NATIONAL AL REGISTRULUI COMERTULUI",Bucuresti,Bucuresti,109822242,33945108,"S.C. NOSCE GROUP S.R.L.",Craiova
101237548,DAN2174777,"2024-05-07","2023-10-03",Publicat,Servicii,"-",800,"Anunt ziar comuncate presa proiecte PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",17639,16414785,"COMUNA PADURENI",Padureni,Timis,109788934,18057085,"S.C. Logos Consulting S.R.L.",Timisoara
101237546,DAN2174775,"2024-05-07","2023-10-03",Publicat,Servicii,"-",800,"Anunturi ziar - comuncat presaa proiecte PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",17639,16414785,"COMUNA PADURENI",Padureni,Timis,109788931,18057085,"S.C. Logos Consulting S.R.L.",Timisoara
101237518,DAN2174748,"2024-05-07","2024-03-26",Publicat,Servicii,"-",45500,"Servicii de consultanta in domeniul achizitiilor publice  in cadrul proiectului „ ACHIZITIA DE VEHICULE NEPOLUANTE IN MUNICIPIUL FETESTI SI COMUNA STELNICA, JUDETUL IALOMITA”,  derulat prin PNRR /2022/C10/I.1.1, PNRR/2022/C10/I.1.3, Runda 1","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,109788555,46141547,"TEAM - TOP EXPERT ACHIZITII & MANAGEMENT",Bucuresti
101235032,DAN2172331,"2024-04-29","2024-03-26",Publicat,Furnizare,"-","84.03","Etichete PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30192800-9 - Etichete autocolante (Rev.2)",30603,16380690,"COMUNA FANTANELE",Fantanele,Teleorman,109760160,6131544,"S.C. TIPOALEX S.A.",Alexandria
101235013,DAN2172314,"2024-04-29","2024-04-17",Publicat,Servicii,"Alte programe/proiecte",270000,"Servicii de proiectare -faza studiu de fezabilitate aferent obiectivului de investiție publică  „Campus regional integrat pentru învățământ dual Vest Timișoara” din cadrul proiectului „Rută integrată completă pentru învățământul dual în regiunea de Vest prin dezvoltarea și operaționalizarea Consorțiului Regional pentru Învățământ Dual VEST Timișoara” cod e-PNRR 32, PNRR 2020-2026",CONSTRUCTII,"71240000-2 - Servicii de arhitectura, de inginerie si de planificare (Rev.2)",727,14756536,"Municipiul Timisoara",Timisoara,Timis,109760076,11560224,"S.C. STUDIO ARCA S.R.L.",Timisoara
101232840,DAN2170192,"2024-04-25","2024-04-25",Publicat,Furnizare,"Alte programe/proiecte",49189,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Zau de Câmpie” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",25512,4375917,"COMUNA ZAU DE CAMPIE","Zau de Campie",Mures,109741005,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101231408,DAN2168788,"2024-04-24","2024-04-23",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Neaua” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",10599,4375968,"Comuna Neaua",Neaua,Mures,109727673,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101231302,DAN2168688,"2024-04-24","2024-04-19",Publicat,Furnizare,"Alte programe/proiecte",49189,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Vărgata” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",5067,4375879,"Comuna Vargata",Vargata,Mures,109727293,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101231282,DAN2168670,"2024-04-24","2024-04-19",Publicat,Furnizare,"Alte programe/proiecte",49198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Hodoşa” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",18473,4375950,"COMUNA HODOSA (PRIMARIA COMUNEI HODOSA JUD. MURES)",Hodosa,Mures,109727255,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101231254,DAN2168643,"2024-04-24","2024-04-22",Publicat,Furnizare,"Alte programe/proiecte",49189,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Corunca” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",4348,16410414,"COMUNA CORUNCA",Corunca,Mures,109726854,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101231026,DAN2168439,"2024-04-24","2024-04-16",Publicat,Servicii,"Alte programe/proiecte",30000,"Gl, PNRR - Servicii de proiectare (studii, documentatii tehnice pentru obtinere avize/acorduri/autorizatii; S.F., PT+DE, asistenta tehnnica din partea proiectantului) pentru ""Lucrari de amenajare cai de acces""",CONSTRUCTII,"71220000-6 - Servicii de proiectare arhitecturala (Rev.2)",1047,RO1590120,"REGIA NATIONALA A PADURILOR - ROMSILVA RA",Bucuresti,Bucuresti,109726041,45001154,"S.C. BRG SCOPE PROIECT S.R.L. S.R.L.",Bucuresti
101230931,DAN2168326,"2024-04-24","2024-04-24",Publicat,Servicii,"-",500,"Comunicat de presa : PNRR. Fonduri pentru Romania moderna si reformata","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",18258,3672022,"Comuna Hudesti (Primaria Hudesti Botosani)",Hudesti,Botosani,109725582,30730759,"S.C. SITE MEDIA NET NEWS S.R.L.",Botosani
101230045,DAN2167469,"2024-04-23","2024-04-18",Publicat,Lucrari,"Alte programe/proiecte",603903,"Lucrari si servicii proiectare privind realizare sistem video  in cadrul proiectului Digitalizarea serviciilor comunei Dragoiesti - PNRR.
Achizitie offline derulata in conditiile prevederilor art. 7, alin (7) lit a) din legea nr. 98/2016 (anunt pe website propriu)","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","32323500-8 - Sistem video de supraveghere (Rev.2)",10323,4441190,"COMUNA DRAGOIESTI",Mazanaesti,Suceava,109716063,47150314,"S.C. SMART CITY SECURITY S.R.L. S.R.L.",Bucuresti
101228868,DAN2166350,"2024-04-22","2024-03-28",Publicat,Servicii,"Alte programe/proiecte","2999.25","Prestarea serviciilor de informare și publicitate pentru proiectul HUB Habitate Utile în Bibliotecile din județul Sălaj, respectiv:
- Machetarea si realizarea unui panou temporar (dimensiune recomandată de l 3m x h 2m), confecționat dintr-un material rezistent la intemperii, care va fi amplasat în apropierea obiectivului de investiție. Elementele informative care vor fi prezente pe panou și modul de prezentare a acestora se vor realiza conform cerințelor din Manualul de Identitate Vizuală pentru PNRR – versiunea martie 2022.
- Realizarea a 10 buc Autocolante pentru echipamentele achiziționate prin proiect (dimensiune recomandată de 100mm x 100mm). 
- Machetarea și realizarea unei plăci permanente (dimensiune recomandată de h 0,5m x l 0,8m), care va rămâne instalată pe o perioadă de 2 ani de la data închiderii oficiale  a PNRR.","INDUSTRIA PRELUCRATOARE","22462000-6 - Materiale publicitare (Rev.2)",19124,4495182,"COMUNA GILGAU (PRIMARIA COMUNEI GILGAU)",Galgau,Salaj,109705811,2878149,"S.C. MARIAN COMIMPEX S.R.L.",Dej
101228558,DAN2166019,"2024-04-22","2024-04-22",Publicat,Servicii,"-",20000,"Servicii de dirigentie de santier pentru obiectivul de investitii „PISTA DE BICICLETE STRADA THEODOR AMAN”, Proiect PNRR nr. C10-I.4-290",CONSTRUCTII,"71521000-6 - Servicii de supraveghere a santierului (Rev.2)",2773,4270740,"Municipiul Sibiu",Sibiu,Sibiu,109701897,40204026,"BEP CONSULTING",Selimbar
101223076,DAN2160725,"2024-04-15","2024-04-15",Publicat,Furnizare,"Alte programe/proiecte",83600,"Furnizare produse (mobilier) aferente Investitiei 11.Asigurarea dotarilor pentru salile de clasa preuniversitare si laboratoarele/atelierele scolare si Investitiei 14.Echiparea atelierelor de practica din unitatile de invatamant profesional si tehnic, PNRR Componenta 15: Educatie, din cadrul proiectului „Dotarea si digitalizarea unitatilor de invatamant preuniversitar din municipiul Alba Iulia si a unitatilor conexe – EDU-DOTARE ALBA IULIA”: Lot 5 – Furnizare mobilier pentru Atelierul de practica alimentatie publica","INDUSTRIA PRELUCRATOARE","39160000-1 - Mobilier scolar (Rev.2)",1741,4562923,"MUNICIPIUL ALBA IULIA","Alba Iulia",Alba,109649540,43157573,"P.F.A. DRAGOȘ N. NICOLAE PERSOANĂ FIZICĂ AUTORIZATĂ -","Alba Iulia"
101221794,DAN2159479,"2024-04-13","2024-04-11",Publicat,Servicii,"Alte programe/proiecte",180000,"Servicii pentru elaborarea studiului de fezabilitate și deviz general pentru proiectul „Înființarea de centre de colectare prin aport voluntar din cadrul Programului Național de Redresare și Reziliență”   _   PNRR",CONSTRUCTII,"71241000-9 - Studii de fezabilitate, servicii de consultanta, analize (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,109640826,24109740,"S.C. Sc Expert Bau Srl S.R.L.","Sfantu Gheorghe"
101221783,DAN2159468,"2024-04-13","2024-03-18",Publicat,Servicii,"Alte programe/proiecte",9820,"„Servicii de audit financiar” pentru implementarea proiectului „Dezvoltarea infrastructurii medicale prespitalicești de la nivelul Spitalului Județean de Urgență Miercurea Ciuc, prin dotarea unității de asistență ambulatorie” în baza Contractului de finanțare nr. 61/17.03.2023 - PNRR","SERVICII ","79212100-4 - Servicii de auditare financiara (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,109640815,34630736,"S.C. DBF EXPERT AUDIT S.R.L.",Galati
101221610,DAN2159302,"2024-04-12","2024-04-12",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Şăulia” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",18621,5961787,"Comuna  Saulia (Primaria  Saulia)",Saulia,Mures,109639885,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101221584,DAN2159277,"2024-04-12","2024-04-12",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Veţca” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",58316,4375976,"COMUNA VETCA",Vetca,Mures,109639688,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101221567,DAN2159262,"2024-04-12","2024-04-12",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Găleşti” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",17362,4323276,"PRIMARIA COMUNEI GALESTI",Galesti,Mures,109639595,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101221557,DAN2159253,"2024-04-12","2024-04-12",Publicat,Furnizare,"Alte programe/proiecte",44293,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Chibed” - PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",7876,15653830,"Comuna Chibed",Chibed,Mures,109639561,15963831,"S.C. CLEAN SOUND & LIGHT S.R.L.","Santana de Mures"
101220829,DAN2158562,"2024-04-12","2023-04-25",Publicat,Servicii,"-",400,"Anunt de presa servicii de informare si publicitate pentru proiectul finantat PNRR - Reabilitare cladiri","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",5243,3519020,"ORASUL INEU",Ineu,Arad,109634188,36544909,"INFORM MEDIA PRESS",Oradea
101220827,DAN2158561,"2024-04-12","2023-04-25",Publicat,Servicii,"-",400,"Anunt de presa servicii de informare si publicitate pentru proiectul finantat PNRR -Piste de biciclete","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",5243,3519020,"ORASUL INEU",Ineu,Arad,109634168,36544909,"INFORM MEDIA PRESS",Oradea
101220815,DAN2158548,"2024-04-12","2023-04-21",Publicat,Servicii,"-",400,"Servicii de publicitate si informare pentru proiect finantat PNRR -TIC","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",5243,3519020,"ORASUL INEU",Ineu,Arad,109634046,36544909,"INFORM MEDIA PRESS",Oradea
101220387,DAN2158147,"2024-04-11","2024-04-10",Publicat,Lucrari,"Alte programe/proiecte","69524.43","Lucrări extindere wifi in cadrul proiectului ”Dezvoltarea infrastructurii TIC pentru administrația publică din Comuna Livezeni, județul Mureș” finanțat prin PNRR C10- I.1.2 Asigurarea infrastructurii pentru transportul verde - ITS/alte infrastructuri TIC, componenta TIC-runda 2",CONSTRUCTII,"45311000-0 - Lucrari de cablare si conexiuni electrice (Rev.2)",6089,4619140,"COMUNA LIVEZENI",Livezeni,Mures,109631624,24786135,"S.C. HYBRID FACTORY S.R.L.","Targu Mures"
101218734,DAN2156411,"2024-04-10","2024-04-09",Publicat,Servicii,"-",100000,"Servicii de consultanță în domeniul achizițiilor aferente proiectului “Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar, municipiul Târgu Mureș”, cod F-PNRR-Dotări-2023-4854","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",530,4322823,"Primaria Municipiului Tirgu-Mures","Targu Mures",Mures,109620014,15203674,"S.C. RomActiv Business Consulting S.R.L. S.R.L.",Bucuresti
101218671,DAN2156256,"2024-04-10","2024-03-18",Publicat,Lucrari,"Alte programe/proiecte","41525.19","ACT ADIȚIONAL NR.2/2903/18.03.2024 LA CTR. NR.4940/18.05.2023 PROIECTARE SI EXECUȚIE PENTRU OBIECTIVUL DE INVESTIȚII CU DENUMIREA:”REABILITARE ENERGETICĂ MODERATA A CLADIRII SALĂ MULIMEDIA DIN INCINTA ȘCOLII GIMNAZIALE NR.1, MĂNĂSTIREA CAȘIN” -PROIECT FINANȚAT PNRR",CONSTRUCTII,"45210000-2 - Lucrari de constructii de cladiri (Rev.2)",12045,4352980,"COMUNA MANASTIREA CASIN (CONSILIUL LOCAL MANASTIREA CASIN)","Manastirea Casin",Bacau,109619543,46525823,"S.C. ALKANIA CT S.R.L. S.R.L.",Onesti
101216632,DAN2154338,"2024-04-09","2024-02-09",Publicat,Servicii,"Alte programe/proiecte",15000,"CONSULTANTA ACHIZITII A chizitie mobilier scolar PNRR C15","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",21232,4716763,"COMUNA BREBENI",Brebeni,Olt,109608196,17450875,"S.C. IMPRESSION PROMOTIONS ADVERTISING S.R.L. S.R.L.",Pitesti
101214998,DAN2152698,"2024-04-05","2023-02-07",Publicat,Servicii,"Alte programe/proiecte",75000,"Servicii de consultanta pentru elaborarea si depunerea unei cereri de finantare aferenta unui proiect finantat din fonduri europene nerambursabile - PNRR","SERVICII ","79421200-3 - Servicii de elaborare de proiecte, altele decat pentru lucrarile de constructie (Rev.2)",5434,4183164,"SPITALUL CLINIC DE URGENTA PENTRU COPII ,,Maria Sklodowska Curie""",Bucuresti,Bucuresti,109594221,19119143,"S.C. ICONIKA BUSINESS DEVELOPMENT S.R.L.",Focsani
101214867,DAN2152571,"2024-04-05","2024-03-20",Publicat,Servicii,"Alte programe/proiecte",18000,"Servicii de dirigentie de santier pentru proiectul nr. C5-A3.1-625 cu titlul „ Renovare energetica moderata a cladirii rezidentiale multifamiliale bloc nr. 7 din Municipiul Fetesti, str. Calarasi”, finantat prin PNRR, in cadul apelului de proiecte  PNRR/2022/C5/1/A3.1/1, componenta 5 – Valul Renovarii",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,109592853,23893010,"KNOCK-OUT TRADING",Slobozia
101213009,DAN2150748,"2024-04-04","2024-04-04",Publicat,Furnizare,"Alte programe/proiecte",41198,"Furnizare echipamente sportive pentru proiectul ”Modernizarea infrastructurii educaționale si a dotărilor aferente pentru unitățile de învățământ preuniversitare din comuna Suplac” PNRR C15","INDUSTRIA PRELUCRATOARE","37000000-8 - Instrumente muzicale, articole sportive, jocuri, jucarii, obiecte de artizanat, obiecte de arta si accesorii (Rev.2)",18325,4375844,"COMUNA SUPLAC (PRIMARIA COMUNEI SUPLAC)",Suplac,Mures,109578437,15963831,"CLEAN SOUND & LIGHT","Santana de Mures"
101212030,DAN2149666,"2024-04-03","2024-03-27",Publicat,Servicii,"-","48796.24","CURS IMPLEMENTAREA PROIECTELOR FINANTATE PRIN PNRR","SERVICII ","80511000-9 - Servicii de formare a angajatilor (Rev.2)",4092,14273221,"COMPANIA NATIONALA DE INVESTITII SA",Bucuresti,Bucuresti,109571944,18150086,"ATC &IT SOLUTIONS",Bucuresti
101211952,DAN2149582,"2024-04-03","2023-05-02",Publicat,Servicii,"-",250,"publicatie ziar online Achizitie microbuze electrice PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",12628,4412225,"COMUNA MATCA",Matca,Galati,109571691,33997700,"Delmar Web Pro",Galati
101209413,DAN2147020,"2024-04-02","2024-03-25",Publicat,Lucrari,"Alte programe/proiecte","899786.1","Lucrari de modernizare iluminat public prin sisteme inteligente monitorizate cu dispozitive de telegestiune in UAT Murfatlar, jud.C-ta, proiect Smart City Murfatlar-PNRR",CONSTRUCTII,"45316110-9 - Instalare de echipament de iluminare stradala (Rev.2)",5531,4859712,"Orasul Murfatlar",Murfatlar,Constanta,109550638,34539639,"S.C. MOOZ SERVICES S.R.L.",Constanta
101209154,DAN2146780,"2024-04-02","2024-04-01",Publicat,Servicii,"Alte programe/proiecte",186000,"Realizare SF, Studiu de solutie pentru amplasare 45 buc statii incarcare masini electrice - PNRR",CONSTRUCTII,"71241000-9 - Studii de fezabilitate, servicii de consultanta, analize (Rev.2)",530,4322823,"Primaria Municipiului Tirgu-Mures","Targu Mures",Mures,109548368,33808062,"S.C. AGO PROIECT ENGINEERING S.R.L.","Cluj-Napoca"
101206459,DAN2144145,"2024-03-29","2024-03-20",Publicat,Servicii,"-",70,"Servicii emitere aviz de racordare PNRR- SC.PADURENI",CONSTRUCTII,"71410000-5 - Servicii de urbanism (Rev.2)",15548,4298016,"COMUNA JARISTEA",Jaristea,Vrancea,109525412,14476722,"Distributie energie electrica romania sa",Focsani
101206431,DAN2144123,"2024-03-29","2024-03-20",Publicat,Servicii,"-",70,"TAXA ELIBERARE AVIZ RACORDARE PROIECT PNRR",CONSTRUCTII,"71410000-5 - Servicii de urbanism (Rev.2)",15548,4298016,"COMUNA JARISTEA",Jaristea,Vrancea,109525363,14476722,"Distributie energie electrica romania sa",Focsani
101205150,DAN2142882,"2024-03-28","2024-03-27",Publicat,Servicii,"Alte programe/proiecte",70000,"Servicii de dirigentie de santier pentru  proiectul  „ Renovare energetică moderată a  clădirii rezidențiale multifamiliale bloc Ansamblul 56 din Municipiul Fetești, str.Ardealului”, finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,109514825,34610984,"S.C. GS CONSULTING S.R.L.",Bucuresti
101205011,DAN2142746,"2024-03-28","2024-03-28",Publicat,Servicii,"-","630.25","curs implementare proiect pnrr-pnras","SERVICII ","80530000-8 - Servicii de formare profesionala (Rev.2)",142376,21319321,"SCOALA GIMNAZIALA SATULUNG",Satulung,Maramures,109513653,40313368,"S.C. GAMCOM SERVICES S.R.L. S.R.L.","Baia Mare"
101204903,DAN2142637,"2024-03-28","2024-01-26",Publicat,Servicii,"-",1190,"publicitate obiectiv finantat prin PNRR -C15","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",7188,5181030,"Comuna Batos",Batos,Mures,109512962,36749009,"S.C. SC ZI DE ZI EVENTS SRL S.R.L.","Cluj-Napoca"
101203583,DAN2141376,"2024-03-27","2024-03-21",Publicat,Servicii,"Alte programe/proiecte",37000,"Servicii dirigenție de șantier aferente obiectivului de investiții :
”Renovarea energetică moderată a Școlii Gimnaziale nr. 10 din municipiul Sighetu Marmației, str. Unirii, nr. 27”- PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",9916,3695174,"MUNICIPIUL SIGHETU MARMATIEI","Sighetu Marmatiei",Maramures,109499459,11355076,"SC NOBILA CASA  SRL -","Sighetu Marmatiei"
101201023,DAN2138873,"2024-03-25","2024-03-14",Publicat,Servicii,"Alte programe/proiecte",29850,"Servicii de supraveghere a lucrărilor de construcții (diriginție de șantier)  pentru obiectivul de investiţii Modernizare în vederea creșterii eficienței energetice a sediului  Secției 4 Poliție Galați, finantat in cadrul PNRR Componenta 5- Valul renovării/ Axa 2-Schema de Ganturi pentru eficienţă energetică în clădiri publice/Operaţiunea B.2. - Renovarea energetică moderată sau aprofundată a clădirilor publice",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",3336,3437132,"INSPECTORATUL DE POLITIE JUDETEAN GALATI",Galati,Galati,109476938,46863336,"S.C. CORBY SOLUTIONS S.R.L.","Popesti-Leordeni"
101199858,DAN2137746,"2024-03-21","2024-03-20",Publicat,Servicii,"-","630.25","Servicii de informare și publicitate – anunt lansare proiect - pentru proiectul „Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar și a unităților conexe din comuna Batăr, județul Bihor” - PNRR C15","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",8894,4738419,"COMUNA  BATAR",Batar,Bihor,109461850,66935,"ANOTIMP CASA DE PRESA SI EDITURA S.A.",Oradea
101199770,DAN2137657,"2024-03-21","2024-03-19",Publicat,Servicii,"Alte programe/proiecte","3577.98","Servicii de catering - PNRR 275, PROIECT PEPER","HOTELURI SI RESTAURANTE","55500000-5 - Servicii de cantina si servicii de catering (Rev.2)",3009,4433775,"ACADEMIA DE STUDII ECONOMICE BUCURESTI",Bucuresti,Bucuresti,109461425,16946006,"L&D CATERING &CANTINE",Bucuresti
101198047,DAN2136005,"2024-03-20","2024-03-19",Publicat,Servicii,"Alte programe/proiecte",40000,"Servicii de dirigentie de santier pentru  proiectul  „ Renovare energetică moderată a  clădirii rezidențiale multifamiliale bloc nr. U1 din Municipiul Fetești, str.Călărași”, finantat prin PNRR",CONSTRUCTII,"71520000-9 - Servicii de supraveghere a lucrarilor (Rev.2)",6861,4365077,"MUNICIPIUL FETESTI",Fetesti,Ialomita,109445344,23893010,"S.C. KNOCK-OUT TRADING S.R.L.",Slobozia
101195434,DAN2133476,"2024-03-18","2024-03-08",Publicat,Servicii,"-",36000,"ACT ADITIONAL NR.1/2024 LA CONTRACTUL DE  ""Servicii de verificare tehnica pentru documentatii tehnice pe parcursul implementarii- PNRR C5"" Nr. 3130 data 09.03.2023  - cf act aditional nr. 3070/08.03.2024",CONSTRUCTII,"71530000-2 - Servicii de consultanta in constructii (Rev.2)",4759,4515328,"COMUNA MIHAIL KOGALNICEANU","Mihail Kogalniceanu",Constanta,109411194,33146585,"S.C. Adcraft Development SRL S.R.L.",Constanta
101195357,DAN2133409,"2024-03-18","2024-02-26",Publicat,Servicii,"Alte programe/proiecte","3655.55","Servicii de publicitate si informare pentru implementarea proiectului: “Dotare spital pentru reducerea riscului de infectii nosocomiale prin PNRR pentru Spitalul Județean de Urgență “Dr. Pompei Samarian” Călăraşi","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",1205,4294030,"Consiliul Judetean Calarasi",Calarasi,Calarasi,109410036,33632135,"S.C. ROGER GRAPHIC DESIGN S.R.L.",Calarasi
101194120,DAN2132243,"2024-03-14","2023-10-06",Publicat,Servicii,"-",35000,"Servicii de consultanta in domeniul achizitiilor pt proiect privind ""Reabilitare energetica Primaria Dumbravita-jud. Maramures""finantat prin PNRR C10 Fondul Local","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",19138,3627803,"COMUNA DUMBRAVITA JUD. MARAMURES",Dumbravita,Maramures,109395870,15822549,"S.C. BYTE SOFT SRL S.R.L.","Targu Lapus"
101192590,DAN2130803,"2024-03-12","2024-03-12",Publicat,Servicii,"-",700,"Gl - Servicii de publicitate (proiect PNRR)","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",1047,RO1590120,"REGIA NATIONALA A PADURILOR - ROMSILVA RA",Bucuresti,Bucuresti,109370919,32138827,"S.C. VIAŢA LIBERĂ S.R.L.",Galati
